Year,Category,Nominee,Additional Info,Won?
1974,Best Screenplay - Motion Picture,Melvin Frank,"Touch of Class, A",N
1973,Best Director - Motion Picture,Francis Ford Coppola,The Godfather,W
1973,Best Director - Motion Picture,Alfred Hitchcock,Frenzy,N
1973,Best Director - Motion Picture,Billy Wilder,Avanti!,N
1973,Best Director - Motion Picture,Bob Fosse,Cabaret,N
1973,Best Director - Motion Picture,John Boorman,Deliverance,N
1973,Best Performance by an Actor In A Television Series - Drama,Peter Falk,Columbo,W
1973,Best Performance by an Actor In A Television Series - Drama,Chad Everett,Medical Center,N
1973,Best Performance by an Actor In A Television Series - Drama,David Hartman,The Bold Ones: The New Doctors,N
1973,Best Performance by an Actor In A Television Series - Drama,Mike Connors,Mannix,N
1973,Best Performance by an Actor In A Television Series - Drama,Robert Young,"Marcus Welby, M.D.",N
1973,Best Performance by an Actor In A Television Series - Drama,William Conrad,Cannon,N
1973,Best Performance by an Actor in a Motion Picture - Drama,Marlon Brando,The Godfather,W
1973,Best Performance by an Actor in a Motion Picture - Drama,Al Pacino,The Godfather,N
1973,Best Performance by an Actor in a Motion Picture - Drama,Jon Voight,Deliverance,N
1973,Best Performance by an Actor in a Motion Picture - Drama,Laurence Olivier,Sleuth,N
1973,Best Performance by an Actor in a Motion Picture - Drama,Michael Caine,Sleuth,N
1973,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Jack Lemmon,Avanti!,W
1973,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Charles Grodin,The Heartbreak Kid,N
1973,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Edward Albert,Butterflies Are Free,N
1973,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Peter O'Toole,Man of La Mancha,N
1973,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Walter Matthau,Pete 'n' Tillie,N
1973,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",James Brolin,"Marcus Welby, M.D.",W
1973,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Ed Asner,The Mary Tyler Moore Show,N
1973,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Harvey Korman,The Carol Burnett Show,N
1973,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Rob Reiner,All In The Family,N
1973,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Ted Knight,The Mary Tyler Moore Show,N
1973,Best Performance by an Actor in a Supporting Role in any Motion Picture,Joel Grey,Cabaret,W
1973,Best Performance by an Actor in a Supporting Role in any Motion Picture,Alec McCowen,Travels With My Aunt,N
1973,Best Performance by an Actor in a Supporting Role in any Motion Picture,Clive Revill,Avanti!,N
1973,Best Performance by an Actor in a Supporting Role in any Motion Picture,James Caan,The Godfather,N
1973,Best Performance by an Actor in a Supporting Role in any Motion Picture,James Coco,Man of La Mancha,N
1973,Best Performance by an Actor in a Television Series - Musical or Comedy,Redd Foxx,Sanford and Son,W
1973,Best Performance by an Actor in a Television Series - Musical or Comedy,Alan Alda,M*A*S*H (TV Show),N
1973,Best Performance by an Actor in a Television Series - Musical or Comedy,Bill Cosby,The New Bill Cosby Show,N
1973,Best Performance by an Actor in a Television Series - Musical or Comedy,Carroll O'Connor,All In The Family,N
1973,Best Performance by an Actor in a Television Series - Musical or Comedy,Flip Wilson,The Flip Wilson Show,N
1973,Best Performance by an Actor in a Television Series - Musical or Comedy,Paul Lynde,The Paul Lynde Show,N
1973,Best Performance by an Actress In A Television Series - Drama,Gail Fisher,Mannix,W
1973,Best Performance by an Actress In A Television Series - Drama,Anne Jeffreys,The Delphi Bureau,N
1973,Best Performance by an Actress In A Television Series - Drama,Ellen Corby,The Waltons,N
1973,Best Performance by an Actress In A Television Series - Drama,Michael Learned,The Waltons,N
1973,Best Performance by an Actress In A Television Series - Drama,Peggy Lipton,The Mod Squad,N
1973,Best Performance by an Actress In A Television Series - Drama,Susan St. James,McMillan and Wife,N
1973,Best Performance by an Actress in a Motion Picture - Drama,Liv Ullmann,The Emigrants,W
1973,Best Performance by an Actress in a Motion Picture - Drama,Cicely Tyson,Sounder,N
1973,Best Performance by an Actress in a Motion Picture - Drama,Diana Ross,Lady Sings the Blues,N
1973,Best Performance by an Actress in a Motion Picture - Drama,Joanne Woodward,The Effect of Gamma Rays on Man-In-The-Moon Marigolds,N
1973,Best Performance by an Actress in a Motion Picture - Drama,Trish Van Devere,One Is a Lonely Number,N
1973,Best Performance by an Actress in a Motion Picture - Drama,Tuesday Weld,Play It as It Lays,N
1973,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Liza Minnelli,Cabaret,W
1973,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Carol Burnett,Pete 'n' Tillie,N
1973,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Goldie Hawn,Butterflies Are Free,N
1973,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Juliet Mills,Avanti!,N
1973,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Maggie Smith,Travels With My Aunt,N
1973,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Ruth Buzzi,Rowan & Martin's Laugh-In,W
1973,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Audra Lindley,Bridget Loves Bernie,N
1973,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Elena Verdugo,"Marcus Welby, M.D.",N
1973,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Sally Struthers,All In The Family,N
1973,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Susan Dey,The Partridge Family,N
1973,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Valerie Harper,The Mary Tyler Moore Show,N
1973,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Vicki Lawrence,The Carol Burnett Show,N
1973,Best Performance by an Actress in a Supporting Role in any Motion Picture,Shelley Winters,The Poseidon Adventure,W
1973,Best Performance by an Actress in a Supporting Role in any Motion Picture,Geraldine Page,Pete 'n' Tillie,N
1973,Best Performance by an Actress in a Supporting Role in any Motion Picture,Helena Kallianiotes,Kansas City Bomber,N
1973,Best Performance by an Actress in a Supporting Role in any Motion Picture,Jeannie Berlin,The Heartbreak Kid,N
1973,Best Performance by an Actress in a Supporting Role in any Motion Picture,Marisa Berenson,Cabaret,N
1973,Best Performance by an Actress in a Television Series - Musical or Comedy,Jean Stapleton,All In The Family,W
1973,Best Performance by an Actress in a Television Series - Musical or Comedy,Beatrice Arthur,Maude,N
1973,Best Performance by an Actress in a Television Series - Musical or Comedy,Carol Burnett,The Carol Burnett Show,N
1973,Best Performance by an Actress in a Television Series - Musical or Comedy,Julie Andrews,The Julie Andrews Hour,N
1973,Best Performance by an Actress in a Television Series - Musical or Comedy,Mary Tyler Moore,The Mary Tyler Moore Show,N
1973,Best Screenplay - Motion Picture,Francis Ford Coppola,The Godfather,W
1973,Best Screenplay - Motion Picture,Anthony Shaffer,Frenzy,N
1973,Best Screenplay - Motion Picture,I. A. L. Diamond,Avanti!,N
1973,Best Screenplay - Motion Picture,James Dickey,Deliverance,N
1973,Best Screenplay - Motion Picture,Jay Presson Allen,Cabaret,N
1973,Best Screenplay - Motion Picture,Neil Simon,The Heartbreak Kid,N
1972,Best Director - Motion Picture,William Friedkin,The French Connection,W
1972,Best Director - Motion Picture,Norman Jewison,Fiddler on the Roof,N
1972,Best Director - Motion Picture,Peter Bogdanovich,The Last Picture Show,N
1972,Best Director - Motion Picture,Robert Mulligan,Summer of '42,N
1972,Best Director - Motion Picture,Stanley Kubrick,"Clockwork Orange, A",N
1972,Best Performance by an Actor in a Motion Picture - Drama,Gene Hackman,The French Connection,W
1972,Best Performance by an Actor in a Motion Picture - Drama,George C. Scott,The Hospital,N
1972,Best Performance by an Actor in a Motion Picture - Drama,Jack Nicholson,Carnal Knowledge,N
1972,Best Performance by an Actor in a Motion Picture - Drama,Malcolm McDowell,"Clockwork Orange, A",N
1972,Best Performance by an Actor in a Motion Picture - Drama,Peter Finch,Sunday Bloody Sunday,N
1972,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Topol,Fiddler on the Roof,W
1972,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Bud Cort,Harold and Maude,N
1972,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Dean Jones,"$1,000,000 Duck",N
1972,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Gene Wilder,Willy Wonka & The Chocolate Factory,N
1972,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Walter Matthau,Kotch,N
1972,Best Performance by an Actor in a Supporting Role in any Motion Picture,Ben Johnson,The Last Picture Show,W
1972,Best Performance by an Actor in a Supporting Role in any Motion Picture,Art Garfunkel,Carnal Knowledge,N
1972,Best Performance by an Actor in a Supporting Role in any Motion Picture,Jan-Michael Vincent,Going Home,N
1972,Best Performance by an Actor in a Supporting Role in any Motion Picture,Paul Mann,Fiddler on the Roof,N
1972,Best Performance by an Actor in a Supporting Role in any Motion Picture,Tom Baker,Nicholas and Alexandra,N
1972,Best Performance by an Actress in a Motion Picture - Drama,Jane Fonda,Klute,W
1972,Best Performance by an Actress in a Motion Picture - Drama,Dyan Cannon,Such Good Friends,N
1972,Best Performance by an Actress in a Motion Picture - Drama,Glenda Jackson,"Mary, Queen of Scots",N
1972,Best Performance by an Actress in a Motion Picture - Drama,Jessica Walter,Play Misty for Me,N
1972,Best Performance by an Actress in a Motion Picture - Drama,Vanessa Redgrave,"Mary, Queen of Scots",N
1972,Best Performance by an Actress in a Supporting Role in any Motion Picture,Ann-Margret,Carnal Knowledge,W
1972,Best Performance by an Actress in a Supporting Role in any Motion Picture,Cloris Leachman,The Last Picture Show,N
1972,Best Performance by an Actress in a Supporting Role in any Motion Picture,Diana Rigg,The Hospital,N
1972,Best Performance by an Actress in a Supporting Role in any Motion Picture,Ellen Burstyn,The Last Picture Show,N
1972,Best Performance by an Actress in a Supporting Role in any Motion Picture,Maureen Stapleton,Plaza Suite,N
1972,Best Screenplay - Motion Picture,Paddy Chayefsky,The Hospital,W
1972,Best Screenplay - Motion Picture,Andy Lewis,Klute,N
1972,Best Screenplay - Motion Picture,Ernest Tidyman,The French Connection,N
1972,Best Screenplay - Motion Picture,John Hale,"Mary, Queen of Scots",N
1972,Best Screenplay - Motion Picture,John Paxton,Kotch,N
1971,Best Director - Motion Picture,Arthur Hiller,Love Story,W
1971,Best Director - Motion Picture,Bob Rafelson,Five Easy Pieces,N
1971,Best Director - Motion Picture,Franklin J. Schaffner,Patton,N
1971,Best Director - Motion Picture,Ken Russell,Women In Love,N
1971,Best Director - Motion Picture,Robert Altman,M*A*S*H,N
1971,Best Performance by an Actor In A Television Series - Drama,Peter Graves,Mission: Impossible,W
1971,Best Performance by an Actor In A Television Series - Drama,Burt Reynolds,Dan August,N
1971,Best Performance by an Actor In A Television Series - Drama,Chad Everett,Medical Center,N
1971,Best Performance by an Actor In A Television Series - Drama,Mike Connors,Mannix,N
1971,Best Performance by an Actor In A Television Series - Drama,Robert Young,"Marcus Welby, M.D.",N
1971,Best Performance by an Actor in a Motion Picture - Drama,George C. Scott,Patton,W
1971,Best Performance by an Actor in a Motion Picture - Drama,Jack Nicholson,Five Easy Pieces,N
1971,Best Performance by an Actor in a Motion Picture - Drama,James Earl Jones,The Great White Hope,N
1971,Best Performance by an Actor in a Motion Picture - Drama,Melvyn Douglas,I Never Sang For My Father,N
1971,Best Performance by an Actor in a Motion Picture - Drama,Ryan O'Neal,Love Story,N
1971,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Albert Finney,Scrooge,W
1971,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Donald Sutherland,M*A*S*H,N
1971,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Elliott Gould,M*A*S*H,N
